Frame Number,Moving Density,Queue Density
1,0,0
2,7,3901
3,11,4532
4,8,4855
5,5,4661
6,2,4566
7,2,4702
8,17,4778
9,10,4741
10,5,4893
11,8,4706
12,0,4651
13,5,4753
14,3,3619
15,0,4540
16,5,4506
17,1,4520
18,2,4533
19,2,4541
20,0,4500
21,1,4649
22,3,4583
23,6,4600
24,5,4605
25,0,4785
26,0,4605
27,4,4577
28,0,4584
29,0,4685
30,0,4594
31,1,4597
32,0,4534
33,0,4537
34,1,4648
35,1,4548
36,0,4558
37,1,4659
38,1,4570
39,0,4579
40,0,3784
41,2,4612
42,0,4593
43,1,3780
44,0,4640
45,0,3699
46,0,4637
47,2,4648
48,0,4658
49,1,4666
50,0,4676
51,0,4792
52,0,4718
53,0,4714
54,0,4698
55,0,4681
56,1,4712
57,0,4717
58,0,4704
59,4,4718
60,0,4708
61,0,4809
62,6,4731
63,0,4731
64,5,4703
65,0,4736
66,0,4797
67,0,4380
68,0,4824
69,0,4739
70,0,4695
71,0,4707
72,0,4695
73,0,4357
74,0,3966
75,0,4702
76,0,4741
77,0,4707
78,0,4798
79,0,4714
80,0,4727
81,0,4737
82,0,4747
83,0,4772
84,0,4742
85,5,4827
86,0,4802
87,0,4813
88,0,4847
89,0,4753
90,0,4771
91,1,4713
92,0,4671
93,2,4658
94,14,4658
95,11,4713
96,1,4706
97,0,4708
98,6,4742
99,1,4734
100,5,4743
101,0,3911
102,2,4758
103,0,4750
104,1,4736
105,0,4748
106,0,4706
107,3,4853
108,3,4858
109,2,4572
110,0,4997
111,5,5028
112,1,4904
113,4,5065
114,1,5082
115,9,4945
116,3,5115
117,0,5165
118,3,5180
119,4,5171
120,11,5187
121,1,5159
122,0,5117
123,0,4912
124,0,4632
125,1,5005
126,0,4861
127,4,4940
128,1,4910
129,4,4896
130,1,4892
131,2,4874
132,2,4880
133,1,4893
134,0,4902
135,1,4904
136,3,4350
137,0,4919
138,0,4889
139,0,4864
140,2,4900
141,0,4876
142,1,4947
143,1,4951
144,0,4955
145,0,4985
146,1,4931
147,0,4891
148,1,4873
149,0,4935
150,0,5189
151,0,4917
152,0,4896
153,5,4895
154,1,4855
155,2,4834
156,0,4861
157,0,4855
158,2,4837
159,0,4836
160,0,4816
161,2,4818
162,0,4779
163,0,4815
164,0,4810
165,0,4771
166,0,4814
167,0,4841
168,0,4840
169,0,4816
170,0,4790
171,0,4774
172,1,4736
173,3,4751
174,0,4749
175,0,4816
176,0,4732
177,0,4740
178,0,4750
179,0,4758
180,0,4761
181,0,4774
182,0,4836
183,0,4759
184,0,4781
185,0,4787
186,0,4766
187,0,4772
188,0,4765
189,0,4780
190,0,4771
191,0,4728
192,0,4771
193,0,4789
194,0,4780
195,0,4781
196,0,4785
197,0,4785
198,0,4390
199,0,4766
200,0,4798
201,0,4798
202,0,4814
203,1,4801
204,0,4864
205,0,4865
206,0,4801
207,0,4798
208,0,4857
209,0,4790
210,0,4790
211,0,4783
212,0,4779
213,0,4764
214,0,4754
215,0,4758
216,0,4753
217,0,4753
218,0,4763
219,0,4754
220,0,4769
221,0,4778
222,1,4769
223,0,4760
224,0,4727
225,0,4733
226,0,4760
227,0,4769
228,0,4762
229,0,4756
230,0,4753
231,0,4751
232,0,4761
233,0,4760
234,0,4766
235,0,4775
236,0,4772
237,0,4704
238,0,3846
239,0,4777
240,0,4811
241,0,4758
242,0,4743
243,0,4744
244,0,4711
245,0,4752
246,0,4743
247,0,4749
248,0,4788
249,0,4751
250,0,4748
251,0,4761
252,0,4752
253,0,4706
254,0,4752
255,0,4753
256,0,4758
257,0,4404
258,0,4749
259,0,4796
260,0,4709
261,0,4745
262,0,4744
263,0,4750
264,0,4711
265,0,4754
266,0,4749
267,0,4754
268,0,4755
269,0,4758
270,0,4747
271,0,4743
272,0,4721
273,0,4738
274,0,4739
275,0,4720
276,0,4798
277,0,4751
278,0,4748
279,0,4752
280,0,4740
281,0,4740
282,0,4731
283,0,4735
284,0,4733
285,0,4727
286,0,4722
287,0,4725
288,0,4775
289,0,4736
290,0,4745
291,0,4749
292,0,4749
293,0,4747
294,0,4745
295,0,4820
296,0,4756
297,0,4759
298,0,4768
299,0,4766
300,0,4769
301,0,4811
302,0,4759
303,0,4755
304,0,4761
305,0,4765
306,0,4749
307,0,4749
308,0,4778
309,0,4782
310,0,4780
311,0,4779
312,0,4766
313,1,4778
314,0,4772
315,0,4780
316,0,4787
317,0,4794
318,0,4788
319,0,4239
320,0,4206
321,0,4707
322,0,4789
323,0,4713
324,0,4739
325,0,4749
326,0,4747
327,0,4755
328,0,4757
329,0,4761
330,0,4766
331,0,4773
332,0,4766
333,0,4764
334,0,4768
335,0,4780
336,0,4782
337,0,4788
338,0,4832
339,0,4789
340,0,4765
341,0,4772
342,0,4832
343,0,4828
344,0,4843
345,0,4800
346,0,4814
347,0,4763
348,0,4809
349,0,4813
350,0,4789
351,0,4736
352,0,4790
353,0,4772
354,0,4774
355,0,4773
356,0,4820
357,0,4798
358,0,4811
359,0,4813
360,0,4821
361,0,4728
362,0,4829
363,1,4829
364,0,4832
365,0,4839
366,0,4846
367,1,4855
368,0,4742
369,0,4851
370,0,4842
371,2,4838
372,0,4857
373,0,4861
374,0,4865
375,0,4857
376,0,4852
377,0,4438
378,0,4846
379,0,4850
380,0,4854
381,0,4856
382,0,3736
383,0,4845
384,0,4434
385,0,4839
386,0,4730
387,0,4439
388,0,4837
389,0,4834
390,0,4818
391,0,4850
392,0,4861
393,0,4839
394,0,4869
395,0,4830
396,0,4856
397,0,4837
398,3,4847
399,4,4844
400,2,4441
401,1,4828
402,0,4837
403,0,4845
404,3,4841
405,0,4832
406,4,4821
407,4,4793
408,0,4795
409,2,4795
410,0,4796
411,1,4791
412,0,4816
413,5,4795
414,0,4815
415,0,4824
416,0,4649
417,0,4797
418,0,4789
419,0,4779
420,1,4829
421,3,4847
422,5,4868
423,0,4869
424,1,4678
425,1,4851
426,3,4854
427,2,4849
428,0,4653
429,1,4847
430,2,4796
431,2,4796
432,0,4818
433,0,4812
434,2,4799
435,0,4774
436,0,4761
437,2,4729
438,0,4741
439,0,4735
440,3,4734
441,0,4502
442,2,4740
443,2,4709
444,0,4716
445,1,4604
446,4,4328
447,0,4587
448,3,4588
449,5,4162
450,0,4148
451,0,4558
452,0,4548
453,0,4542
454,2,4517
455,14,4218
456,0,4437
457,0,4263
458,0,4503
459,0,4519
460,0,4523
461,0,4433
462,0,4495
463,0,4476
464,1,4424
465,0,4488
466,0,4469
467,0,4473
468,0,4410
469,0,4427
470,0,4420
471,0,4445
472,0,4427
473,0,4453
474,0,4442
475,0,4413
476,0,4418
477,0,4083
478,0,4399
479,0,4403
480,0,4402
481,0,4404
482,0,4317
483,0,4392
484,0,4311
485,0,4048
486,0,4395
487,0,4393
488,0,4379
489,0,4289
490,0,4397
491,0,4391
492,0,4014
493,0,4380
494,0,4392
495,1,4340
496,0,4037
497,0,4038
498,0,4363
499,2,4343
500,4,3980
501,14,4176
502,0,4292
503,3,4331
504,5,4372
505,6,4455
506,7,4539
507,8,4569
508,6,4333
509,3,4642
510,16,4664
511,3,4722
512,2,4748
513,2,4865
514,2,4811
515,2,4820
516,1,4479
517,2,4777
518,1,4747
519,0,4756
520,2,4696
521,1,4655
522,1,4649
523,3,4619
524,0,4611
525,0,4624
526,0,4602
527,0,4579
528,2,4566
529,5,4560
530,2,4537
531,0,4533
532,0,4554
533,0,4529
534,6,4513
535,1,4496
536,0,4497
537,0,4481
538,0,4428
539,0,4349
540,0,4341
541,0,4306
542,0,4278
543,0,4267
544,1,4277
545,0,4258
