Frame Number,Moving Density,Queue Density1,0,0
2,1,258
3,21,266
4,0,284
5,7,314
6,36,314
7,2,316
8,12,337
9,39,335
10,12,325
11,15,328
12,28,338
13,9,353
14,14,352
15,4,351
16,30,348
17,47,355
18,0,353
19,38,340
20,32,333
21,0,332
22,53,325
23,65,335
24,0,348
25,92,352
26,99,354
27,0,357
28,91,359
29,70,370
30,0,379
31,44,378
32,41,376
33,0,380
34,40,377
35,37,372
36,0,377
37,34,382
38,30,379
39,0,372
40,26,382
41,32,384
42,0,377
43,28,377
44,30,361
45,0,368
46,28,354
47,19,376
48,0,373
49,8,359
50,7,368
51,0,357
52,0,354
53,0,360
54,0,366
55,0,354
56,0,356
57,0,357
58,0,360
59,0,363
60,0,359
61,0,357
62,0,362
63,0,370
64,0,379
65,0,373
66,0,379
67,0,379
68,0,373
69,0,375
70,0,352
71,0,349
72,0,353
73,0,356
74,0,351
75,0,359
76,0,356
77,0,360
78,0,356
79,0,351
80,0,356
81,0,363
82,3,365
83,2,368
84,0,378
85,16,377
86,2,384
87,1,395
88,34,407
89,36,414
90,0,415
91,25,423
92,24,421
93,0,419
94,18,419
95,35,419
96,0,432
97,29,421
98,40,414
99,0,419
100,39,413
101,39,427
102,0,425
103,38,426
104,40,431
105,0,419
106,18,421
107,35,442
108,0,452
109,36,461
110,41,468
111,0,476
112,49,485
113,46,488
114,3,483
115,53,492
116,65,503
117,0,515
118,58,518
119,63,512
120,0,490
121,56,491
122,52,495
123,0,501
124,55,505
125,35,497
126,0,503
127,12,493
128,11,490
129,0,501
130,9,483
131,0,490
132,0,492
133,0,473
134,0,480
135,0,473
136,0,476
137,0,477
138,0,466
139,0,471
140,0,458
141,0,487
142,4,470
143,0,475
144,0,467
145,0,464
146,0,462
147,0,466
148,0,453
149,0,456
150,0,461
151,0,461
152,0,459
153,0,466
154,0,446
155,0,442
156,0,438
157,0,435
158,0,433
159,0,435
160,0,438
161,0,433
162,0,448
163,0,437
164,0,431
165,0,437
166,0,435
167,0,433
168,0,437
169,0,438
170,0,432
171,0,437
172,0,424
173,0,439
174,0,430
175,0,423
176,0,431
177,0,443
178,0,439
179,0,434
180,0,434
181,0,433
182,0,439
183,0,434
184,0,428
185,0,433
186,0,431
187,0,443
188,0,445
189,0,443
190,0,431
191,0,427
192,0,425
193,0,426
194,0,426
195,0,425
196,0,430
197,0,426
198,0,427
199,0,430
200,0,429
201,0,428
202,0,434
203,0,434
204,0,439
205,0,437
206,0,437
207,0,433
208,0,429
209,0,433
210,0,433
211,0,435
212,0,435
213,0,435
214,0,435
215,0,435
216,0,431
217,0,429
218,0,428
219,0,434
220,0,440
221,0,443
222,0,442
223,0,436
224,0,435
225,0,437
226,0,442
227,0,447
228,0,449
229,0,444
230,0,450
231,0,446
232,0,442
233,0,443
234,0,443
235,0,440
236,0,438
237,0,440
238,0,438
239,0,433
240,0,431
241,0,431
242,0,428
243,0,430
244,0,429
245,0,422
246,0,419
247,0,433
248,0,427
249,0,425
250,0,432
251,0,427
252,0,427
253,0,425
254,0,428
255,0,429
256,0,429
257,0,430
258,0,429
259,0,431
260,0,429
261,0,430
262,0,434
263,0,431
264,0,428
265,0,427
266,0,428
267,0,428
268,0,429
269,0,426
270,0,411
271,0,413
272,0,412
273,0,413
274,0,407
275,0,412
276,0,415
277,0,415
278,0,413
279,0,415
280,0,416
281,0,419
282,0,422
283,0,424
284,0,423
285,0,424
286,0,424
287,0,418
288,0,416
289,0,416
290,0,420
291,0,420
292,0,418
293,0,418
294,0,419
295,0,422
296,0,419
297,0,422
298,0,423
299,0,420
300,0,421
301,0,420
302,0,419
303,0,417
304,0,418
305,0,423
306,0,420
307,0,423
308,0,423
309,0,424
310,0,428
311,0,435
312,0,437
313,0,432
314,0,435
315,0,436
316,0,437
317,0,437
318,0,439
319,0,437
320,0,411
321,0,411
322,0,410
323,0,409
324,0,416
325,0,414
326,0,419
327,0,420
328,0,421
329,0,419
330,0,415
331,0,414
332,0,415
333,0,415
334,0,418
335,0,420
336,0,422
337,0,420
338,0,420
339,0,418
340,0,417
341,7,425
342,0,430
343,18,432
344,22,432
345,0,438
346,30,447
347,32,451
348,0,453
349,27,451
350,31,452
351,0,456
352,28,451
353,23,451
354,0,448
355,24,451
356,12,450
357,0,448
358,4,449
359,0,448
360,0,455
361,4,454
362,0,455
363,0,452
364,0,454
365,0,451
366,0,451
367,0,451
368,0,451
369,0,442
370,0,445
371,0,454
372,0,453
373,0,456
374,0,454
375,0,458
376,0,456
377,0,454
378,0,455
379,0,451
380,0,447
381,0,448
382,0,447
383,0,450
384,0,450
385,0,444
386,0,445
387,0,450
388,7,451
389,22,460
390,0,458
391,23,468
392,22,463
393,0,473
394,28,482
395,29,477
396,0,482
397,33,475
398,37,487
399,0,486
400,32,482
401,37,490
402,0,494
403,31,487
404,34,496
405,0,489
406,35,500
407,26,504
408,0,512
409,31,517
410,24,520
411,0,530
412,21,528
413,30,544
414,0,563
415,41,576
416,49,584
417,0,584
418,52,596
419,57,593
420,0,579
421,66,598
422,72,612
423,0,619
424,82,630
425,84,639
426,0,646
427,94,659
428,99,664
429,0,654
430,92,654
431,93,681
432,0,685
433,67,680
434,49,699
435,0,706
436,16,718
437,9,725
438,0,717
439,0,720
440,10,728
441,0,733
442,3,734
443,0,722
444,0,730
445,4,720
446,0,720
447,0,715
448,0,737
449,0,730
450,0,737
451,0,744
452,0,750
453,0,748
454,0,763
455,0,754
456,0,747
457,0,756
458,0,753
459,0,756
460,0,755
461,0,766
462,0,760
463,0,764
464,0,738
465,0,742
466,0,758
467,0,762
468,0,755
469,0,757
470,0,761
471,0,762
472,0,760
473,0,738
474,0,751
475,0,760
476,0,755
477,0,746
478,0,746
479,0,743
480,0,743
481,0,757
482,0,747
483,0,743
484,0,737
485,0,741
486,0,742
487,0,741
488,0,743
489,0,740
490,0,732
491,0,730
492,0,729
493,0,725
494,0,736
495,0,729
496,0,732
497,0,732
498,0,732
499,6,735
500,2,757
501,0,762
502,0,773
503,0,793
504,0,798
505,30,807
506,31,814
507,0,824
508,42,831
509,55,854
510,0,848
511,56,864
512,76,878
513,0,877
514,61,870
515,51,876
516,0,894
517,41,907
518,25,918
519,0,917
520,20,941
521,36,969
522,0,972
523,9,989
524,0,990
525,0,1004
526,5,999
527,1,986
528,0,998
529,0,1003
530,1,1018
531,0,1019
532,1,1023
533,0,1016
534,0,1019
535,0,1018
536,0,1007
537,0,1017
538,0,1012
539,0,1021
540,0,1008
541,0,1004
542,0,1011
543,0,1024
544,0,1021
545,0,1021
546,0,1013
547,0,1025
548,0,1020
549,0,1008
550,0,1013
551,0,996
552,0,1001
553,0,992
554,0,997
555,0,985
556,0,987
557,0,986
558,0,977
559,0,977
560,0,972
561,0,973
562,0,968
563,0,979
564,0,960
565,0,958
566,0,955
567,0,954
568,0,946
569,0,962
570,0,974
571,0,980
572,0,979
573,0,975
574,0,989
575,2,1002
576,0,1001
577,0,1010
578,1,1031
579,0,1041
580,0,1047
581,0,1061
582,0,1057
583,0,1065
584,0,1068
585,0,1079
586,2,1084
587,0,1094
588,0,1093
589,3,1113
590,0,1122
591,0,1127
592,0,1132
593,0,1170
594,0,1187
595,0,1211
596,0,1236
597,0,1242
598,0,1265
599,0,1287
600,0,1313
601,0,1314
602,0,1328
603,0,1326
604,0,1344
605,0,1347
606,0,1360
607,6,1378
608,0,1392
609,0,1406
610,0,1408
611,0,1418
612,0,1417
613,0,1421
614,0,1414
615,0,1415
616,0,1421
617,0,1415
618,0,1414
619,0,1421
620,0,1439
621,0,1448
622,0,1435
623,0,1442
624,0,1444
625,0,1441
626,0,1449
627,0,1447
628,0,1452
629,0,1447
630,0,1445
631,0,1461
632,0,1477
633,0,1473
634,0,1466
635,0,1473
636,0,1480
637,0,1486
638,0,1486
639,0,1492
640,0,1482
641,0,1490
642,0,1491
643,0,1480
644,0,1491
645,0,1503
646,0,1492
647,0,1508
648,0,1520
649,0,1508
650,0,1533
651,0,1527
652,0,1518
653,0,1525
654,0,1522
655,0,1530
656,0,1521
