Frame Number,Moving Density,Queue Density
1,0,0
2,6,4815
3,39,4459
4,9,4541
5,2,4784
6,0,4796
7,5,4650
8,16,4666
9,49,4689
10,0,4781
11,11,4642
12,0,4760
13,18,4550
14,13,4464
15,52,4758
16,55,4455
17,6,4913
18,48,4468
19,4,5026
20,11,4438
21,120,5024
22,16,4491
23,24,4490
24,104,4507
25,28,4538
26,21,5011
27,76,4487
28,17,4489
29,18,4513
30,25,4516
31,28,4533
32,46,4912
33,0,4474
34,39,4473
35,32,4488
36,1,4979
37,26,4510
38,30,4489
39,45,4489
40,55,4497
41,59,4507
42,58,4996
43,30,4549
44,7,4557
45,54,4547
46,31,4571
47,23,4569
48,46,4586
49,18,4581
50,7,4590
51,3,4602
52,31,4611
53,45,4619
54,3,4618
55,114,5221
56,60,4656
57,1,4658
58,74,4662
59,77,4677
60,0,4662
61,71,4669
62,142,5249
63,0,4673
64,67,4666
65,59,4664
66,2,5219
67,96,5207
68,85,5198
69,0,5186
70,51,4640
71,59,4623
72,0,4632
73,58,4632
74,48,5133
75,0,4627
76,7,4647
77,7,4630
78,0,4641
79,0,4662
80,10,4650
81,0,4662
82,25,4666
83,0,5156
84,7,4738
85,22,4754
86,0,5154
87,0,5144
88,0,5148
89,0,5137
90,0,5138
91,1,5131
92,3,4618
93,0,5131
94,42,4585
95,26,4628
96,40,4650
97,34,5110
98,51,4685
99,60,5141
100,46,5167
101,72,4693
102,38,5235
103,54,4692
104,57,4703
105,23,4705
106,41,4719
107,47,4804
108,87,4818
109,49,4881
110,88,5418
111,78,4969
112,54,5473
113,30,5042
114,64,5026
115,82,5027
116,98,5063
117,88,5072
118,108,5084
119,172,5495
120,2,5502
121,162,5475
122,134,5035
123,6,5475
124,214,5457
125,148,5433
126,10,5431
127,150,5370
128,136,4861
129,0,5366
130,94,4836
131,91,4827
132,0,4818
133,100,5424
134,102,5503
135,0,4858
136,72,5538
137,66,4865
138,0,5535
139,108,5512
140,126,5502
141,0,4844
142,189,5563
143,77,4902
144,2,4911
145,110,5569
146,152,5528
147,0,4859
148,28,4859
149,12,5491
150,0,4833
151,0,5454
152,6,5411
153,0,4797
154,7,4761
155,8,4769
156,0,4768
157,2,5361
158,1,5327
159,0,4765
160,2,4771
161,11,5330
162,0,4758
163,0,4764
164,0,4762
165,0,5338
166,1,4747
167,0,4765
168,0,5365
169,0,5351
170,2,4730
171,0,4714
172,0,4695
173,8,5200
174,0,4660
175,0,5189
176,4,5184
177,0,5187
178,0,4666
179,0,4665
180,0,5228
181,0,5258
182,0,5283
183,0,5289
184,0,5284
185,12,5273
186,0,4717
187,1,4697
188,0,4719
189,0,4731
190,0,5281
191,0,4719
192,0,4713
193,0,5247
194,0,4720
195,0,5274
196,0,4724
197,0,4734
198,0,4732
199,0,4717
200,0,4729
201,0,4728
202,0,5296
203,0,5306
204,0,4756
205,0,5320
206,1,4740
207,0,5296
208,0,5296
209,0,5294
210,0,4737
211,0,5296
212,0,4741
213,0,4740
214,0,5286
215,0,5279
216,0,5276
217,0,4722
218,0,4717
219,0,5268
220,0,5264
221,0,5257
222,1,5269
223,0,4697
224,0,4705
225,0,4714
226,0,5286
227,0,5283
228,0,4711
229,0,4711
230,0,4711
231,0,5278
232,0,4720
233,0,5284
234,0,4713
235,0,4724
236,0,4729
237,0,4736
238,0,5301
239,0,4732
240,0,4729
241,0,4706
